OBJECTID;MUNICIPIO;Estado;Região
722;Major Gercino ; SC;Sul
723;Santo Antônio do Descoberto ; GO;Centro-Oeste
724;Governador Celso Ramos ; SC;Sul
725;Pinheirinho do Vale ; RS;Sul
726;Abadiânia ; GO;Centro-Oeste
727;Itaara ; RS;Sul
728;Alexânia ; GO;Centro-Oeste
729;Cerrito ; RS;Sul
730;Corumbá de Goiás ; GO;Centro-Oeste
731;Cabeceira Grande ; MG;Sudeste
732;Jaguarão ; RS;Sul
733;Araças ; BA;Nordeste
734;Herval ; RS;Sul
735;Bombinhas ; SC;Sul
736;Capão do Leão ; RS;Sul
737;Presidente Lucena ; RS;Sul
738;Paial ; SC;Sul
739;Pedras Altas ; RS;Sul
740;Porto Belo ; SC;Sul
741;Santana de Parnaíba ; SP;Sudeste
742;São José do Norte ; RS;Sul
743;Vale do Sol ; RS;Sul
744;Aceguá ; RS;Sul
745;Morro Redondo ; RS;Sul
746;Pelotas ; RS;Sul
747;Candiota ; RS;Sul
748;Tavares ; RS;Sul
749;Faxinal do Soturno ; RS;Sul
750;Turuçu ; RS;Sul
751;Hulha Negra ; RS;Sul
752;Cristal ; RS;Sul
753;Canguçu ; RS;Sul
754;Arambaré ; RS;Sul
755;Chuvisca ; RS;Sul
756;Estrela ; RS;Sul
757;Sentinela do Sul ; RS;Sul
758;Penha ; SC;Sul
759;Mostardas ; RS;Sul
760;Linha Nova ; RS;Sul
761;Pacatuba ; CE;Nordeste
762;Guaíba ; RS;Sul
763;Tapes ; RS;Sul
764;Teutônia ; RS;Sul
765;Santana da Boa Vista ; RS;Sul
766;Santa Maria do Herval ; RS;Sul
767;Dom Feliciano ; RS;Sul
768;Barão do Triunfo ; RS;Sul
769;São Vicente ; RN;Nordeste
770;Barra do Ribeiro ; RS;Sul
771;Mariana Pimentel ; RS;Sul
772;Encruzilhada do Sul ; RS;Sul
773;Vila Nova do Sul ; RS;Sul
774;Palmares do Sul ; RS;Sul
775;Lajes Pintadas ; RN;Nordeste
776;Santa Margarida do Sul ; RS;Sul
777;Pantano Grande ; RS;Sul
778;Barra do Quaraí ; RS;Sul
779;Joaçaba ; SC;Sul
780;Vale Verde ; RS;Sul
781;Caieiras ; SP;Sudeste
782;Quaraí ; RS;Sul
783;Viamão ; RS;Sul
784;Cidreira ; RS;Sul
785;Novo Hamburgo ; RS;Sul
786;Eldorado do Sul ; RS;Sul
787;Ascurra ; SC;Sul
788;Osório ; RS;Sul
789;São Jerônimo ; RS;Sul
790;Minas do Leão ; RS;Sul
791;Charqueadas ; RS;Sul
792;Butiá ; RS;Sul
793;Arroio dos Ratos ; RS;Sul
794;Imbé ; RS;Sul
795;Cachoeirinha ; RS;Sul
796;Formigueiro ; RS;Sul
797;Porto Alegre ; RS;Sul
798;Cachoeira do Sul ; RS;Sul
799;Rio Pardo ; RS;Sul
800;General Câmara ; RS;Sul
801;Santo Antônio da Patrulha ; RS;Sul
802;Passo do Sobrado ; RS;Sul
803;Dilermando de Aguiar ; RS;Sul
804;Caraá ; RS;Sul
805;Sarandi ; PR;Sul
806;Novo Cabrais ; RS;Sul
807;Triunfo ; RS;Sul
808;Montenegro ; RS;Sul
809;Candelária ; RS;Sul
810;São Manoel do Paraná ; PR;Sul
811;Taquara ; RS;Sul
812;Agudo ; RS;Sul
813;Nova Petrópolis ; RS;Sul
814;Santa Maria ; RS;Sul
815;Pareci Novo ; RS;Sul
816;Nova Palma ; RS;Sul
817;Mata ; RS;Sul
818;Agricolândia ; PI;Nordeste
819;São Pedro do Sul ; RS;Sul
820;Ivorá ; RS;Sul
821;Rodeio Bonito ; RS;Sul
822;Toropi ; RS;Sul
823;Santa Cruz do Sul ; RS;Sul
824;Venâncio Aires ; RS;Sul
825;Uruguaiana ; RS;Sul
826;São Vendelino ; RS;Sul
827;São Martinho da Serra ; RS;Sul
828;Picada Café ; RS;Sul
829;Colinas ; RS;Sul
830;Três Cachoeiras ; RS;Sul
831;Três Forquilhas ; RS;Sul
832;Passa Sete ; RS;Sul
833;Alto Feliz ; RS;Sul
834;Serrania ; MG;Sudeste
835;Canela ; RS;Sul
836;Capitão ; RS;Sul
837;Boqueirão do Leão ; RS;Sul
838;Itati ; RS;Sul
839;Nova Esperança do Sul ; RS;Sul
840;Gramado Xavier ; RS;Sul
841;Sinimbu ; RS;Sul
842;Coronel Pilar ; RS;Sul
843;Marques de Souza ; RS;Sul
844;Garibaldi ; RS;Sul
845;Segredo ; RS;Sul
846;Pinhal Grande ; RS;Sul
847;Progresso ; RS;Sul
848;Torres ; RS;Sul
849;Roca Sales ; RS;Sul
850;Encantado ; RS;Sul
851;Arroio do Tigre ; RS;Sul
852;Estrela Velha ; RS;Sul
853;Lagoão ; RS;Sul
854;Relvado ; RS;Sul
855;Coqueiro Baixo ; RS;Sul
856;Santa Tereza ; RS;Sul
857;Praia Grande ; SC;Sul
858;Mampituba ; RS;Sul
859;Tunas ; RS;Sul
860;São João do Sul ; SC;Sul
861;Doutor Ricardo ; RS;Sul
862;Pinto Bandeira ; RS;Sul
863;Nossa Senhora das Graças ; PR;Sul
864;Bento Gonçalves ; RS;Sul
865;Muçum ; RS;Sul
866;São José do Herval ; RS;Sul
867;São Valentim do Sul ; RS;Sul
868;União da Serra ; RS;Sul
869;Barros Cassal ; RS;Sul
870;Salto do Jacuí ; RS;Sul
871;Ermo ; SC;Sul
872;Jacuizinho ; RS;Sul
873;Nova Hartz ; RS;Sul
874;Balneário Arroio do Silva ; SC;Sul
875;Pouso Novo ; RS;Sul
876;Putinga ; RS;Sul
877;Unistalda ; RS;Sul
878;Herveiras ; RS;Sul
879;Flores da Cunha ; RS;Sul
880;Jacinto Machado ; SC;Sul
881;Veranópolis ; RS;Sul
882;Ilópolis ; RS;Sul
883;Anta Gorda ; RS;Sul
884;Fazenda Vilanova ; RS;Sul
885;São Marcos ; RS;Sul
886;Vila Flores ; RS;Sul
887;Entre Rios do Oeste ; PR;Sul
888;Santana de Cataguases ; MG;Sudeste
889;Fontoura Xavier ; RS;Sul
890;Vista Alegre do Prata ; RS;Sul
891;Campos Borges ; RS;Sul
892;Maracajá ; SC;Sul
893;Arvorezinha ; RS;Sul
894;São Sebastião do Caí ; RS;Sul
895;Itaqui ; RS;Sul
896;Cambará do Sul ; RS;Sul
897;Araranguá ; SC;Sul
898;Gramado ; RS;Sul
899;Caxias do Sul ; RS;Sul
900;Entre Rios ; SC;Sul
901;Jaquirana ; RS;Sul
902;Alto Alegre ; RS;Sul
903;Antônio Prado ; RS;Sul
904;Guaporé ; RS;Sul
905;Meleiro ; SC;Sul
906;Bom Jesus do Oeste ; SC;Sul
907;Boa Vista do Incra ; RS;Sul
908;Nova Araçá ; RS;Sul
909;Turvo ; SC;Sul
910;Cotiporã ; RS;Sul
911;Quinze de Novembro ; RS;Sul
912;Camargo ; RS;Sul
913;Fortaleza dos Valos ; RS;Sul
914;Araricá ; RS;Sul
915;Timbé do Sul ; SC;Sul
916;Capão do Cipó ; RS;Sul
917;Lajeado do Bugre ; RS;Sul
918;Itapuca ; RS;Sul
919;São João do Polêsine ; RS;Sul
920;Protásio Alves ; RS;Sul
921;Selbach ; RS;Sul
922;Espumoso ; RS;Sul
923;Forquilhinha ; SC;Sul
924;Lagoa Bonita do Sul ; RS;Sul
925;Soledade ; RS;Sul
926;Morro da Fumaça ; SC;Sul
927;Ipê ; RS;Sul
928;Cristal do Sul ; RS;Sul
929;Tapera ; RS;Sul
930;Jóia ; RS;Sul
931;Mormaço ; RS;Sul
932;Campestre da Serra ; RS;Sul
933;Pomerode ; SC;Sul
934;Monte Alegre dos Campos ; RS;Sul
935;Içara ; SC;Sul
936;Paraí ; RS;Sul
937;Parobé ; RS;Sul
938;Ibirapuitã ; RS;Sul
939;Lagoa dos Três Cantos ; RS;Sul
940;Guabiju ; RS;Sul
941;Witmarsum ; SC;Sul
942;Tio Hugo ; RS;Sul
943;Tupandi ; RS;Sul
944;Casca ; RS;Sul
945;São Domingos do Sul ; RS;Sul
946;André da Rocha ; RS;Sul
947;Sangão ; SC;Sul
948;Nova Castilho ; SP;Sudeste
949;Cruz Alta ; RS;Sul
950;Siderópolis ; SC;Sul
951;Nicolau Vergueiro ; RS;Sul
952;Cocal do Sul ; SC;Sul
953;Vila Maria ; RS;Sul
954;Mato Queimado ; RS;Sul
955;Lagoa do Piauí ; PI;Nordeste
956;São José dos Ausentes ; RS;Sul
957;Santo Antônio do Palma ; RS;Sul
958;Boa Vista do Cadeado ; RS;Sul
959;Bossoroca ; RS;Sul
960;Nova Bassano ; RS;Sul
961;Cosmópolis ; SP;Sudeste
962;Eugênio de Castro ; RS;Sul
963;Augusto Pestana ; RS;Sul
964;São Miguel das Missões ; RS;Sul
965;Victor Graeff ; RS;Sul
966;Urussanga ; SC;Sul
967;São Jorge ; RS;Sul
968;Não-Me-Toque; RS;Sul
969;David Canabarro ; RS;Sul
970;Colorado ; RS;Sul
971;Pejuçara ; RS;Sul
972;Ernestina ; RS;Sul
973;Coronel Barros ; RS;Sul
974;Marau ; RS;Sul
975;Pescaria Brava ; SC;Sul
976;Varjota ; CE;Nordeste
977;Entre-Ijuís ; RS;Sul
978;Santo Antônio do Planalto ; RS;Sul
979;Lauro Muller ; SC;Sul
980;Gentil ; RS;Sul
981;São Ludgero ; SC;Sul
982;Saldanha Marinho ; RS;Sul
983;Bozano ; RS;Sul
984;Vitória das Missões ; RS;Sul
985;Nova Alvorada ; RS;Sul
986;Ibiraiaras ; RS;Sul
987;Caibaté ; RS;Sul
988;Santa Clara do Sul ; RS;Sul
989;Criciúma ; SC;Sul
990;Bom Jesus ; RS;Sul
991;União do Oeste ; SC;Sul
992;Ciríaco ; RS;Sul
993;Panambi ; RS;Sul
994;Mato Castelhano ; RS;Sul
995;Carazinho ; RS;Sul
996;Modelo ; SC;Sul
997;Muitos Capões ; RS;Sul
998;Rolador ; RS;Sul
999;Braço do Norte ; SC;Sul
1000;Nova Veneza ; SC;Sul
1001;Macieira ; SC;Sul
1002;Santo Ângelo ; RS;Sul
1003;Três Coroas ; RS;Sul
1004;Caseiros ; RS;Sul
1005;Orleans ; SC;Sul
1006;São Borja ; RS;Sul
1007;Armazém ; SC;Sul
1008;Passo Fundo ; RS;Sul
1009;Água Santa ; RS;Sul
1010;Bom Jardim da Serra ; SC;Sul
1011;Eunápolis ; BA;Nordeste
1012;Santa Cruz ; PB;Nordeste
1013;Santa Cecília do Sul ; RS;Sul
1014;Ajuricaba ; RS;Sul
1015;Nova Prata ; RS;Sul
1016;Garruchos ; RS;Sul
1017;Imaruí ; SC;Sul
1018;Ijuí ; RS;Sul
1019;Cerro Largo ; RS;Sul
1020;São Nicolau ; RS;Sul
1021;Guarani das Missões ; RS;Sul
1022;Condor ; RS;Sul
1023;Almirante Tamandaré do Sul ; RS;Sul
1024;Coqueiros do Sul ; RS;Sul
1025;Coxilha ; RS;Sul
1026;Dezesseis de Novembro ; RS;Sul
1027;Vila Lângaro ; RS;Sul
1028;Capão Bonito do Sul ; RS;Sul
1029;Ubiretama ; RS;Sul
1030;Vacaria ; RS;Sul
1031;Ibiaçá ; RS;Sul
1032;Maravilha ; SC;Sul
1033;Tapejara ; RS;Sul
1034;Catuípe ; RS;Sul
1035;Grão Pará ; SC;Sul
1036;Triunfo ; PE;Nordeste
1037;Nova Candelária ; RS;Sul
1038;Sertão ; RS;Sul
1039;Rio Fortuna ; SC;Sul
1040;Santa Rosa de Lima ; SC;Sul
1041;Roque Gonzales ; RS;Sul
1042;Montauri ; RS;Sul
1043;Duque Bacelar ; MA;Nordeste
1044;Pirapó ; RS;Sul
1045;Chapada ; RS;Sul
1046;Cruzaltense ; RS;Sul
1047;Morro Grande ; SC;Sul
1048;São Paulo das Missões ; RS;Sul
1049;Urupema ; SC;Sul
1050;Barão de Cotegipe ; RS;Sul
1051;Pontão ; RS;Sul
1052;Estação ; RS;Sul
1053;Tupanci do Sul ; RS;Sul
1054;Campina das Missões ; RS;Sul
1055;Urubici ; SC;Sul
1056;Charrua ; RS;Sul
1057;Barra Funda ; RS;Sul
1058;Santo Expedito do Sul ; RS;Sul
1059;Porto Xavier ; RS;Sul
1060;Erechim ; RS;Sul
1061;São Martinho ; SC;Sul
1062;Hugo Napoleão ; PI;Nordeste
1063;Esmeralda ; RS;Sul
1064;Cândido Godói ; RS;Sul
1065;Pinhal ; RS;Sul
1066;Capão Alto ; SC;Sul
1067;Nova Trento ; SC;Sul
1068;Inhacorá ; RS;Sul
1069;Giruá ; RS;Sul
1070;Santa Cruz da Esperança ; SP;Sudeste
1071;São Lourenço do Sul ; RS;Sul
1072;Novo Barreiro ; RS;Sul
1073;São Bonifácio ; SC;Sul
1074;Floriano Peixoto ; RS;Sul
1075;Independência ; RS;Sul
1076;Rio Rufino ; SC;Sul
1077;Chiapetta ; RS;Sul
1078;Quadra ; SP;Sudeste
1079;Sarandi ; RS;Sul
1080;Painel ; SC;Sul
1081;Sananduva ; RS;Sul
1082;Porto Lucena ; RS;Sul
1083;São Valério do Sul ; RS;Sul
1084;Santo Augusto ; RS;Sul
1085;Erebango ; RS;Sul
1086;São José das Missões ; RS;Sul
1087;Dois Lajeados ; RS;Sul
1088;Rondinha ; RS;Sul
1089;Alegria ; RS;Sul
1090;Serafina Corrêa ; RS;Sul
1091;Paim Filho ; RS;Sul
1092;Getúlio Vargas ; RS;Sul
1093;Quatro Irmãos ; RS;Sul
1094;Anitápolis ; SC;Sul
1095;São Pedro das Missões ; RS;Sul
1096;Pinhal da Serra ; RS;Sul
1097;São João da Urtiga ; RS;Sul
1098;Nova Pádua ; RS;Sul
1099;Palmeira das Missões ; RS;Sul
1100;Paulo Bento ; RS;Sul
1101;Santa Rosa ; RS;Sul
1102;Centenário ; RS;Sul
1103;Porto Vera Cruz ; RS;Sul
1104;Cacique Doble ; RS;Sul
1105;Santo Cristo ; RS;Sul
1106;São José do Inhacorá ; RS;Sul
1107;Jacutinga ; RS;Sul
1108;Novo Xingu ; RS;Sul
1109;Ronda Alta ; RS;Sul
1110;Sagrada Família ; RS;Sul
1111;São Martinho ; RS;Sul
1112;Coronel Bicaco ; RS;Sul
1113;Carlos Gomes ; RS;Sul
1114;Ponte Preta ; RS;Sul
1115;Áurea ; RS;Sul
1116;Boa Vista do Buricá ; RS;Sul
1117;São José do Ouro ; RS;Sul
1118;Águas Mornas ; SC;Sul
1119;Bom Sucesso de Itararé ; SP;Sudeste
1120;Bocaina do Sul ; SC;Sul
1121;Bom Retiro ; SC;Sul
1122;Boa Vista das Missões ; RS;Sul
1123;Três de Maio ; RS;Sul
1124;Dois Irmãos das Missões ; RS;Sul
1125;São Francisco do Oeste ; RN;Nordeste
1126;Campo Belo do Sul ; SC;Sul
1127;Alfredo Wagner ; SC;Sul
1128;Anita Garibaldi ; SC;Sul
1129;Tuparendi ; RS;Sul
1130;Palhoça ; SC;Sul
1131;Constantina ; RS;Sul
1132;Santo Amaro da Imperatriz ; SC;Sul
1133;Cerro Negro ; SC;Sul
1134;Barracão ; RS;Sul
1135;Pendências ; RN;Nordeste
1136;Tucunduva ; RS;Sul
1137;Campo Novo ; RS;Sul
1138;São Pedro de Alcântara ; SC;Sul
1139;Três Palmeiras ; RS;Sul
1140;Senador Georgino Avelino ; RN;Nordeste
1141;Alecrim ; RS;Sul
1142;São José ; SC;Sul
1143;Jaboticaba ; RS;Sul
1144;Petrolândia ; SC;Sul
1145;Tunápolis ; SC;Sul
1146;Maximiliano de Almeida ; RS;Sul
1147;Chapadão do Lageado ; SC;Sul
1148;Novo Tiradentes ; RS;Sul
1149;Barcelona ; RN;Nordeste
1150;Imbuia ; SC;Sul
1151;Gaurama ; RS;Sul
1152;Abdon Batista ; SC;Sul
1153;Conchal ; SP;Sudeste
1154;Botuverá ; SC;Sul
1155;Porto Mauá ; RS;Sul
1156;Braga ; RS;Sul
1157;Angelina ; SC;Sul
1158;Horizontina ; RS;Sul
1159;Bom Progresso ; RS;Sul
1160;Machadinho ; RS;Sul
1161;Canudos do Vale ; RS;Sul
1162;São Valentim ; RS;Sul
1163;Correia Pinto ; SC;Sul
1164;Ipira ; SC;Sul
1165;Trindade do Sul ; RS;Sul
1166;Presidente Nereu ; SC;Sul
1167;Novo Machado ; RS;Sul
1168;Guidoval ; MG;Sudeste
1169;Palmeira ; SC;Sul
1170;Liberato Salzano ; RS;Sul
1171;Entre Rios do Sul ; RS;Sul
1172;Viadutos ; RS;Sul
1173;Itaperuçu ; PR;Sul
1174;São José do Cerrito ; SC;Sul
1175;Redentora ; RS;Sul
1176;Três Arroios ; RS;Sul
1177;Doutor Maurício Cardoso ; RS;Sul
1178;Zortéa ; SC;Sul
1179;Piratuba ; SC;Sul
1180;Gramado dos Loureiros ; RS;Sul
1181;Vargem ; SC;Sul
1182;Crissiumal ; RS;Sul
1183;Seberi ; RS;Sul
1184;Fagundes ; PB;Nordeste
1185;Erval Seco ; RS;Sul
1186;Taquaruçu do Sul ; RS;Sul
1187;Mariano Moro ; RS;Sul
1188;Marcelino Ramos ; RS;Sul
1189;Capinzal ; SC;Sul
1190;Severiano de Almeida ; RS;Sul
1191;Matinhos ; PR;Sul
1192;Otacílio Costa ; SC;Sul
1193;Capivari de Baixo ; SC;Sul
1194;Três Passos ; RS;Sul
1195;Biguaçu ; SC;Sul
1196;Tubarão ; SC;Sul
1197;Inajá ; PR;Sul
1198;Ponte Alta ; SC;Sul
1199;Ituporanga ; SC;Sul
1200;Barra do Rio Azul ; RS;Sul
1201;Planalto ; RS;Sul
1202;Esperança do Sul ; RS;Sul
1203;Tenente Portela ; RS;Sul
1204;Aurora ; SC;Sul
1205;Aratiba ; RS;Sul
1206;Tiradentes do Sul ; RS;Sul
1207;Agronômica ; SC;Sul
1208;Marilena ; PR;Sul
1209;Erval Grande ; RS;Sul
1210;Trombudo Central ; SC;Sul
1211;Brunópolis ; SC;Sul
1212;Vicente Dutra ; RS;Sul
1213;Erval Velho ; SC;Sul
1214;Palmitinho ; RS;Sul
1215;São João Batista ; SC;Sul
1216;Itatiba do Sul ; RS;Sul
1217;Frederico Westphalen ; RS;Sul
1218;Gravatal ; SC;Sul
1219;São Cristovão do Sul ; SC;Sul
1220;Caxambu do Sul ; SC;Sul
1221;Nonoai ; RS;Sul
1222;Schroeder ; SC;Sul
1223;Ribeirão Corrente ; SP;Sudeste
1224;Pouso Redondo ; SC;Sul
1225;Presidente Castello Branco ; SC;Sul
1226;Ouro ; SC;Sul
1227;Rio dos Índios ; RS;Sul
1228;Itá ; SC;Sul
1229;Caiçara ; RS;Sul
1230;Iraí ; RS;Sul
1231;Santa Salete ; SP;Sudeste
1232;Tijucas ; SC;Sul
1233;Derrubadas ; RS;Sul
1234;Monte Carlo ; SC;Sul
1235;Laurentino ; SC;Sul
1236;Herval d'Oeste ; SC;Sul
1237;Frei Rogério ; SC;Sul
1238;Ponte Alta do Norte ; SC;Sul
1239;Alpestre ; RS;Sul
1240;Arabutã ; SC;Sul
1241;Jaborá ; SC;Sul
1242;Itapema ; SC;Sul
1243;Curitibanos ; SC;Sul
1244;Lontras ; SC;Sul
1245;Tangará ; SC;Sul
1246;Mirim Doce ; SC;Sul
1247;Luzerna ; SC;Sul
1248;Itaguari ; GO;Centro-Oeste
1249;Seara ; SC;Sul
1250;Rio do Oeste ; SC;Sul
1251;Guabiruba ; SC;Sul
1252;Ibicaré ; SC;Sul
1253;Pinheiro Preto ; SC;Sul
1254;Guatambú ; SC;Sul
1255;Mondaí ; SC;Sul
1256;Itapiranga ; SC;Sul
1257;Piedade de Ponte Nova ; MG;Sudeste
1258;Brusque ; SC;Sul
1259;Arvoredo ; SC;Sul
1260;Apiúna ; SC;Sul
1261;Camboriú ; SC;Sul
1262;Garuva ; SC;Sul
1263;Taió ; SC;Sul
1264;São Carlos ; SC;Sul
1265;Águas de Chapecó ; SC;Sul
1266;Catanduvas ; SC;Sul
1267;Lindóia do Sul ; SC;Sul
1268;Palmitos ; SC;Sul
1269;Xavantina ; SC;Sul
1270;Dona Emma ; SC;Sul
1271;Chapecó ; SC;Sul
1272;São João do Oeste ; SC;Sul
1273;Ipumirim ; SC;Sul
1274;Cordilheira Alta ; SC;Sul
1275;Irani ; SC;Sul
1276;Iomerê ; SC;Sul
1277;Caibi ; SC;Sul
1278;Riqueza ; SC;Sul
1279;Fraiburgo ; SC;Sul
1280;Xaxim ; SC;Sul
1281;Nova Erechim ; SC;Sul
1282;Videira ; SC;Sul
1283;Treze Tílias ; SC;Sul
1284;Salto Veloso ; SC;Sul
1285;Vargem Bonita ; SC;Sul
1286;Rio das Antas ; SC;Sul
1287;Águas Frias ; SC;Sul
1288;Lajeado Grande ; SC;Sul
1289;Pereiras ; SP;Sudeste
1290;Cunha Porã ; SC;Sul
1291;Rio do Campo ; SC;Sul
1292;Coronel Freitas ; SC;Sul
1293;Bandeirante ; SC;Sul
1294;Ponte Serrada ; SC;Sul
1295;Xanxerê ; SC;Sul
1296;Faxinal dos Guedes ; SC;Sul
1297;Balneário Piçarras ; SC;Sul
1298;Vitor Meireles ; SC;Sul
1299;José Boiteux ; SC;Sul
1300;Lebon Régis ; SC;Sul
1301;Vargeão ; SC;Sul
1302;Santa Cecília ; SC;Sul
1303;Benedito Novo ; SC;Sul
1304;São Miguel do Oeste ; SC;Sul
1305;Ouro Verde ; SC;Sul
1306;São Miguel da Boa Vista ; SC;Sul
1307;Quilombo ; SC;Sul
1308;Tigrinhos ; SC;Sul
1309;Luiz Alves ; SC;Sul
1310;Caçador ; SC;Sul
1311;Iraceminha ; SC;Sul
1312;Iporã do Oeste ; SC;Sul
1313;Blumenau ; SC;Sul
1314;Sul Brasil ; SC;Sul
1315;Santiago do Sul ; SC;Sul
1316;Irati ; SC;Sul
1317;Ipuaçu ; SC;Sul
1318;Romelândia ; SC;Sul
1319;Brazabrantes ; GO;Centro-Oeste
1320;Paraíso ; SC;Sul
1321;Sério ; RS;Sul
1322;Doutor Pedrinho ; SC;Sul
1323;Saltinho ; SC;Sul
1324;Parisi ; SP;Sudeste
1325;Santa Terezinha do Progresso ; SC;Sul
1326;Massaranduba ; SC;Sul
1327;São João do Itaperiú ; SC;Sul
1328;Monte Castelo ; SC;Sul
1329;Santa Terezinha ; SC;Sul
1330;Guaraciaba ; SC;Sul
1331;Coronel Martins ; SC;Sul
1332;Abelardo Luz ; SC;Sul
1333;Anchieta ; SC;Sul
1334;São Bernardino ; SC;Sul
1335;São José do Cedro ; SC;Sul
1336;Timbó Grande ; SC;Sul
1337;Serra Azul ; SP;Sudeste
1338;Rio dos Cedros ; SC;Sul
1339;São Lourenço do Oeste ; SC;Sul
1340;Corupá ; SC;Sul
1341;São João do Cariri ; PB;Nordeste
1342;Araquari ; SC;Sul
1343;Nova Itaberaba ; SC;Sul
1344;Palma Sola ; SC;Sul
1345;Dionísio Cerqueira ; SC;Sul
1346;Princesa ; SC;Sul
1347;Guaramirim ; SC;Sul
1348;São Tomé ; PR;Sul
1349;Mariópolis ; PR;Sul
1350;Itaiópolis ; SC;Sul
1351;Presidente Getúlio ; SC;Sul
1352;Santo Inácio do Piauí ; PI;Nordeste
1353;Bela Vista do Toldo ; SC;Sul
1354;Gaspar ; SC;Sul
1355;Jupiá ; SC;Sul
1356;Guarujá do Sul ; SC;Sul
1357;Bom Jesus do Sul ; PR;Sul
1358;Papanduva ; SC;Sul
1359;Campo Erê ; SC;Sul
1360;Cambuí ; MG;Sudeste
1361;Rio Negrinho ; SC;Sul
1362;Descanso ; SC;Sul
1363;Major Vieira ; SC;Sul
1364;Irineópolis ; SC;Sul
1365;São Bento do Sul ; SC;Sul
1366;Clevelândia ; PR;Sul
1367;Ibirama ; SC;Sul
1368;Guaraci ; PR;Sul
1369;Porto Vitória ; PR;Sul
1370;Marmeleiro ; PR;Sul
1371;Vitorino ; PR;Sul
1372;Renascença ; PR;Sul
1373;Cássia dos Coqueiros ; SP;Sudeste
1374;Paula Freitas ; PR;Sul
1375;Vista Gaúcha ; RS;Sul
1376;Honório Serpa ; PR;Sul
1377;Três Barras ; SC;Sul
1378;Canoinhas ; SC;Sul
1379;Bom Sucesso do Sul ; PR;Sul
1380;Pato Branco ; PR;Sul
1381;Campo Alegre ; SC;Sul
1382;Pinhal de São Bento ; PR;Sul
1383;Paulo Frontin ; PR;Sul
1384;Piên ; PR;Sul
1385;Campo do Tenente ; PR;Sul
1386;Rio Negro ; PR;Sul
1387;Indaial ; SC;Sul
1388;Jandaia do Sul ; PR;Sul
1389;União da Vitória ; PR;Sul
1390;Francisco Beltrão ; PR;Sul
1391;Coronel Domingos Soares ; PR;Sul
1392;Agudos do Sul ; PR;Sul
1393;Santo Antônio do Sudoeste ; PR;Sul
1394;Bituruna ; PR;Sul
1395;Coronel Vivida ; PR;Sul
1396;Itapejara d'Oeste ; PR;Sul
1397;Santa Helena ; SC;Sul
1398;Antônio Olinto ; PR;Sul
1399;Bela Vista da Caroba ; PR;Sul
1400;Mallet ; PR;Sul
1401;Ampére ; PR;Sul
1402;Quitandinha ; PR;Sul
1403;Peabiru ; PR;Sul
1404;Belmonte ; SC;Sul
1405;Pérola d'Oeste ; PR;Sul
1406;Verê ; PR;Sul
1407;Mangueirinha ; PR;Sul
1408;Harmonia ; RS;Sul
1409;Doutor Camargo ; PR;Sul
1410;Tijucas do Sul ; PR;Sul
1411;Reserva do Iguaçu ; PR;Sul
1412;Carapicuíba ; SP;Sudeste
1413;São Mateus do Sul ; PR;Sul
1414;Pranchita ; PR;Sul
1415;Presidente Juscelino ; RN;Nordeste
1416;Mandirituba ; PR;Sul
1417;Salto do Lontra ; PR;Sul
1418;Lacerdópolis ; SC;Sul
1419;Cruz Machado ; PR;Sul
1420;Itajaí ; SC;Sul
1421;Chopinzinho ; PR;Sul
1422;Planalto ; PR;Sul
1423;Fazenda Rio Grande ; PR;Sul
1424;Santa Izabel do Oeste ; PR;Sul
1425;Dois Vizinhos ; PR;Sul
1426;Foz do Jordão ; PR;Sul
1427;Braço do Trombudo ; SC;Sul
1428;Guaratuba ; PR;Sul
1429;Rio Azul ; PR;Sul
1430;Boa Esperança do Iguaçu ; PR;Sul
1431;Califórnia ; PR;Sul
1432;São João ; PR;Sul
1433;Rebouças ; PR;Sul
1434;Nova Esperança do Sudoeste ; PR;Sul
1435;Lapa ; PR;Sul
1436;Pontal do Paraná ; PR;Sul
1437;São João do Triunfo ; PR;Sul
1438;Dianópolis ; TO;Norte
1439;Missal ; PR;Sul
1440;Realeza ; PR;Sul
1441;São Jorge d'Oeste ; PR;Sul
1442;Arroio Trinta ; SC;Sul
1443;Formoso do Araguaia ; TO;Norte
1444;Capanema ; PR;Sul
1445;Nova Prata do Iguaçu ; PR;Sul
1446;Paverama ; RS;Sul
1447;São José dos Pinhais ; PR;Sul
1448;Porto Barreiro ; PR;Sul
1449;Cruzeiro do Iguaçu ; PR;Sul
1450;Inácio Martins ; PR;Sul
1451;Araucária ; PR;Sul
1452;Rio Bonito do Iguaçu ; PR;Sul
1453;Pinhais ; PR;Sul
1454;Paranaguá ; PR;Sul
1455;Prata ; PB;Nordeste
1456;Balsa Nova ; PR;Sul
1457;Irati ; PR;Sul
1458;Campo Magro ; PR;Sul
1459;Serranópolis do Iguaçu ; PR;Sul
1460;Santa Terezinha de Itaipu ; PR;Sul
1461;Fernandes Pinheiro ; PR;Sul
1462;Ametista do Sul ; RS;Sul
1463;Candói ; PR;Sul
1464;Campo Limpo Paulista ; SP;Sudeste
1465;Joinville ; SC;Sul
1466;Morretes ; PR;Sul
1467;Quedas do Iguaçu ; PR;Sul
1468;Espigão Alto do Iguaçu ; PR;Sul
1469;Arandu ; SP;Sudeste
1470;Virmond ; PR;Sul
1471;Três Barras do Paraná ; PR;Sul
1472;Lindoeste ; PR;Sul
